perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2603851033470,1788985764.4455047,baseline_boundary_before,14.625,1.222,11.963,1609880
2603850958580,1788985764.4457464,baseline,14.625,1.223,11.963,1925600
2603861063990,1788985764.4552813,baseline,14.475,1.209,11.966,1355040
2603871059410,1788985764.4652913,baseline,14.462,1.207,11.966,1369600
2603881059550,1788985764.4752762,baseline,14.45,1.207,11.966,1354490
2603891059870,1788985764.4852886,baseline,14.412,1.205,11.966,1366770
2603901059200,1788985764.4952757,baseline,14.437,1.207,11.966,1354380
2603911059050,1788985764.5052874,baseline,14.437,1.206,11.966,1366130
2603921058580,1788985764.515275,baseline,14.45,1.207,11.966,1353920
2603931059450,1788985764.5252867,baseline,14.425,1.206,11.967,1364760
2603941058890,1788985764.5352733,baseline,14.437,1.206,11.966,1352490
2603951058190,1788985764.545291,baseline,14.437,1.207,11.966,1370670
2603961059410,1788985764.5552752,baseline,14.425,1.206,11.966,1353680
2603971059610,1788985764.5652883,baseline,14.437,1.206,11.966,1366240
2603981058720,1788985764.5752726,baseline,14.425,1.205,11.966,1351240
2603991058450,1788985764.5852897,baseline,14.437,1.207,11.966,1368830
2604001059370,1788985764.5952742,baseline,14.437,1.206,11.966,1352400
2604011058690,1788985764.605304,baseline,14.437,1.206,11.966,1382950
2604021058300,1788985764.6152754,baseline,14.437,1.207,11.966,1354640
2604031059060,1788985764.625291,baseline,14.425,1.205,11.966,1369720
2604041058880,1788985764.635272,baseline,14.45,1.207,11.966,1350930
2604051058920,1788985764.645304,baseline,14.437,1.206,11.966,1383240
2604061059180,1788985764.6552737,baseline,14.437,1.207,11.966,1352240
2604071059190,1788985764.6652923,baseline,14.437,1.206,11.966,1370830
2604081058720,1788985764.6752722,baseline,14.437,1.206,11.967,1351220
2604091058690,1788985764.685301,baseline,14.437,1.206,11.966,1380110
2604101059430,1788985764.6952732,baseline,14.425,1.205,11.966,1351740
2604111058960,1788985764.7052884,baseline,14.437,1.207,11.966,1367490
2604121059760,1788985764.715272,baseline,14.425,1.205,11.966,1349820
