perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
6460208497440,1788899622.60371,baseline_boundary_before,14.7,1.222,12.028,1535660
6460208381790,1788899622.603599,setup,14.7,1.222,12.028,1888180
6460308491340,1788899622.7037034,baseline,14.475,1.203,12.032,1380490
6460408485510,1788899622.8036976,baseline,14.487,1.203,12.031,1373920
6460508488010,1788899622.9037,baseline,14.475,1.202,12.032,1369420
6460608488720,1788899623.0037007,baseline,14.475,1.202,12.032,1381040
6460708487630,1788899623.1036997,baseline,14.475,1.202,12.031,1379490
6460808490800,1788899623.2037027,baseline,14.462,1.202,12.032,1379710
6460908488890,1788899623.303701,baseline,14.462,1.202,12.032,1377150
6461008487470,1788899623.4036994,baseline,14.462,1.202,12.032,1376200
6461108488550,1788899623.5037007,baseline,14.462,1.202,12.031,1373380
6461208486840,1788899623.603699,baseline,14.462,1.201,12.032,1376930
6461308487420,1788899623.7036994,baseline,14.475,1.203,12.031,1373910
6461408488210,1788899623.8037002,baseline,14.462,1.202,12.032,1374730
6461508487250,1788899623.9036992,baseline,14.475,1.202,12.032,1375040
6461608488230,1788899624.0037003,baseline,14.462,1.202,12.031,1380440
6461708487830,1788899624.1037,baseline,14.462,1.202,12.032,1376010
6461808488400,1788899624.2037005,baseline,14.45,1.201,12.031,1376330
6461908487110,1788899624.3036993,baseline,14.462,1.202,12.031,1399650
6462008487370,1788899624.4036994,baseline,14.462,1.201,12.032,1373600
6462108487330,1788899624.5036995,baseline,14.45,1.202,12.032,1372740
6462208487170,1788899624.6036992,baseline,14.462,1.201,12.031,1375480
6462308488150,1788899624.7037003,baseline,14.462,1.202,12.031,1376330
6462408488220,1788899624.8037002,baseline,14.462,1.202,12.031,1372810
6462508487570,1788899624.9036996,baseline,14.45,1.201,12.032,1375140
6462608489410,1788899625.0037017,baseline,14.475,1.203,12.032,1381700
6462708487200,1788899625.1036992,baseline,14.475,1.203,12.031,1376460
6462808486570,1788899625.2036986,baseline,14.475,1.203,12.031,1372060
6462908489400,1788899625.3037014,baseline,14.462,1.202,12.032,1375020
6463008493390,1788899625.4037056,baseline,14.462,1.202,12.031,1407700
6463108491380,1788899625.5037034,baseline,14.462,1.202,12.032,1368770
6463208488220,1788899625.6037002,baseline,14.462,1.202,12.032,1389270
6463308487610,1788899625.7036998,baseline,14.462,1.201,12.031,1374620
6463408488050,1788899625.8037,baseline,14.462,1.202,12.031,1374510
6463508487590,1788899625.9036996,baseline,14.475,1.202,12.032,1377350
6463608487680,1788899626.0036998,baseline,14.462,1.202,12.031,1371670
6463708488550,1788899626.1037004,baseline,14.487,1.203,12.032,1385340
6463808487990,1788899626.2037,baseline,14.475,1.203,12.032,1377760
6463908487970,1788899626.3037,baseline,14.462,1.202,12.032,1374120
6464008486930,1788899626.403699,baseline,14.462,1.202,12.032,1388490
6464108487660,1788899626.5036998,baseline,14.475,1.202,12.032,1373430
6464208488830,1788899626.6037006,baseline,14.45,1.201,12.031,1374320
6464308487340,1788899626.7036994,baseline,14.45,1.201,12.032,1375880
6464408487260,1788899626.8036995,baseline,14.462,1.202,12.031,1372550
6464508486540,1788899626.9036984,baseline,14.475,1.203,12.032,1382460
6464608488630,1788899627.0037007,baseline,14.462,1.202,12.031,1374550
6464708486690,1788899627.1036987,baseline,14.462,1.202,12.031,1373840
6464808490780,1788899627.203703,baseline,14.475,1.202,12.031,1379930
6464908489180,1788899627.3037012,baseline,14.462,1.202,12.031,1382780
6465008489300,1788899627.4037013,baseline,14.45,1.201,12.031,1373360
6465108487710,1788899627.5036998,baseline,14.462,1.202,12.031,1372560
6465208487700,1788899627.6036997,baseline,14.45,1.201,12.032,1373200
6465215089400,1788899627.6103013,baseline_boundary_after,14.5,1.205,12.032,1404290
6465220152360,1788899627.6153662,benchmark_boundary_before,14.5,1.205,12.032,1688590
6465308764070,1788899627.703977,benchmark,14.687,1.223,12.028,5534910
6465408726570,1788899627.8039396,benchmark,14.687,1.221,12.03,5564720
6465508532580,1788899627.903746,benchmark,14.675,1.22,12.028,6095510
6465608881820,1788899628.004095,benchmark,14.675,1.219,12.028,4817390
6465708615520,1788899628.1038287,benchmark,14.687,1.22,12.03,5377910
6465808782260,1788899628.2039955,benchmark,14.675,1.221,12.028,4896550
6465908886750,1788899628.3040998,benchmark,14.675,1.219,12.03,5369740
6466008531830,1788899628.403745,benchmark,14.675,1.221,12.03,5500730
6466108579740,1788899628.5037925,benchmark,14.662,1.219,12.028,5294160
6466208529680,1788899628.6037428,benchmark,14.675,1.219,12.03,4762760
6466308533010,1788899628.7037466,benchmark,14.675,1.22,12.03,4766400
6466408581250,1788899628.8037944,benchmark,14.675,1.219,12.031,5563780
6466508553910,1788899628.9037669,benchmark,14.675,1.222,12.028,5504590
6466608649600,1788899629.003863,benchmark,14.662,1.218,12.028,4723980
6466708530710,1788899629.1037438,benchmark,14.687,1.22,12.028,4801480
6466808641970,1788899629.2038548,benchmark,14.662,1.219,12.03,4774190
6466908755710,1788899629.303969,benchmark,14.675,1.22,12.028,5570830
6467008936470,1788899629.4041495,benchmark,14.675,1.219,12.028,5302750
6467109823550,1788899629.5050373,benchmark,14.75,1.226,12.03,5080090
6467208538660,1788899629.6037517,benchmark,14.675,1.221,12.028,4732720
6467308673330,1788899629.7038865,benchmark,14.662,1.219,12.028,5444510
6467408529770,1788899629.803743,benchmark,14.687,1.221,12.028,5420320
