perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2645553295850,1788985806.14784,baseline_boundary_before,14.612,1.221,11.962,1681880
2645553218840,1788985806.1480832,baseline,14.612,1.221,11.962,2002100
2645563323750,1788985806.157541,baseline,14.587,1.219,11.963,1354980
2645573319330,1788985806.167532,baseline,14.437,1.206,11.966,1350400
2645583320730,1788985806.1775377,baseline,14.437,1.205,11.966,1354880
2645593319290,1788985806.1875353,baseline,14.437,1.206,11.967,1353700
2645603319840,1788985806.1975374,baseline,14.425,1.206,11.966,1355410
2645613320210,1788985806.2075348,baseline,14.437,1.206,11.967,1352050
2645623319380,1788985806.2175386,baseline,14.412,1.205,11.966,1357010
2645633319920,1788985806.2275336,baseline,14.437,1.207,11.966,1351280
2645643319690,1788985806.237535,baseline,14.425,1.206,11.966,1353070
2645653320620,1788985806.2475371,baseline,14.437,1.205,11.966,1354320
2645663319640,1788985806.2575362,baseline,14.45,1.207,11.966,1354680
2645673319750,1788985806.2675326,baseline,14.425,1.205,11.966,1350430
2645683320160,1788985806.2775352,baseline,14.437,1.206,11.966,1352790
2645693319660,1788985806.2875307,baseline,14.425,1.205,11.966,1349120
2645703319220,1788985806.2975368,baseline,14.437,1.207,11.966,1355400
2645713320060,1788985806.307534,baseline,14.425,1.206,11.966,1351770
2645723319360,1788985806.3175375,baseline,14.425,1.204,11.966,1355840
2645733319710,1788985806.3275378,baseline,14.437,1.207,11.966,1355650
2645743319700,1788985806.3375382,baseline,14.425,1.205,11.966,1356550
2645753319510,1788985806.3475363,baseline,14.45,1.207,11.966,1354790
2645763319830,1788985806.3575392,baseline,14.412,1.205,11.965,1357100
2645773320290,1788985806.3675346,baseline,14.45,1.207,11.967,1352110
2645783319400,1788985806.377537,baseline,14.425,1.205,11.966,1355200
2645793318910,1788985806.3875344,baseline,14.437,1.205,11.967,1353240
2645803320120,1788985806.3975363,baseline,14.45,1.206,11.966,1353690
2645813320320,1788985806.4075348,baseline,14.425,1.205,11.966,1352330
2645823318980,1788985806.417535,baseline,14.437,1.207,11.966,1353940
2645833319410,1788985806.427532,baseline,14.412,1.205,11.966,1350490
2645843319340,1788985806.4375358,baseline,14.437,1.207,11.966,1354370
2645853320460,1788985806.4475353,baseline,14.437,1.206,11.967,1352850
2645863319890,1788985806.4575362,baseline,14.45,1.207,11.966,1354240
2645873319470,1788985806.467533,baseline,14.425,1.206,11.967,1351150
2645883318690,1788985806.477537,baseline,14.425,1.205,11.966,1356260
2645893320320,1788985806.487536,baseline,14.437,1.207,11.966,1353530
2645903319820,1788985806.4975333,baseline,14.412,1.205,11.966,1351520
2645913320660,1788985806.507536,baseline,14.437,1.207,11.966,1352960
2645923319190,1788985806.517535,baseline,14.425,1.205,11.966,1353520
2645933319670,1788985806.5275335,baseline,14.462,1.208,11.966,1351780
2645943319960,1788985806.5375342,baseline,14.425,1.205,11.967,1352090
2645953320130,1788985806.547533,baseline,14.425,1.206,11.966,1350850
2645963318980,1788985806.5575378,baseline,14.437,1.207,11.967,1356480
2645973320090,1788985806.5675333,baseline,14.425,1.205,11.967,1350990
2645983319920,1788985806.5775347,baseline,14.437,1.207,11.966,1352700
2645993320260,1788985806.5875318,baseline,14.425,1.205,11.967,1349440
2646003320690,1788985806.5975366,baseline,14.425,1.206,11.966,1353710
2646013320180,1788985806.607533,baseline,14.437,1.206,11.966,1350670
2646023319330,1788985806.6175356,baseline,14.425,1.205,11.967,1354110
2646033320530,1788985806.627536,baseline,14.437,1.206,11.966,1353560
2646043320110,1788985806.6375356,baseline,14.425,1.205,11.966,1353240
2646053319540,1788985806.6475317,baseline,14.437,1.207,11.967,1350050
2646063319540,1788985806.6575372,baseline,14.425,1.205,11.966,1355700
2646073320330,1788985806.6675346,baseline,14.45,1.207,11.967,1352030
2646083319540,1788985806.6775355,baseline,14.437,1.206,11.966,1353870
2646093319650,1788985806.6875346,baseline,14.437,1.206,11.967,1352650
2646103319620,1788985806.697538,baseline,14.437,1.206,11.966,1355790
2646113320340,1788985806.707538,baseline,14.425,1.205,11.966,1355430
2646123319170,1788985806.717536,baseline,14.45,1.207,11.966,1354510
2646133320090,1788985806.7275343,baseline,14.425,1.205,11.966,1352100
2646143319940,1788985806.7375376,baseline,14.45,1.207,11.967,1355550
2646153320320,1788985806.7475338,baseline,14.425,1.205,11.967,1351370
2646163319140,1788985806.7575376,baseline,14.437,1.205,11.967,1356540
2646173319570,1788985806.7675347,baseline,14.437,1.206,11.967,1352840
2646183320130,1788985806.7775354,baseline,14.437,1.206,11.966,1353160
2646193319960,1788985806.787535,baseline,14.45,1.206,11.967,1352880
2646203319920,1788985806.797536,baseline,14.425,1.205,11.967,1353820
2646213319590,1788985806.8075333,baseline,14.45,1.207,11.966,1351700
2646223319600,1788985806.817538,baseline,14.437,1.206,11.967,1356300
2646233320380,1788985806.8275352,baseline,14.425,1.205,11.966,1352340
2646243319590,1788985806.837538,baseline,14.437,1.206,11.967,1356330
2646253319960,1788985806.8475332,baseline,14.425,1.205,11.966,1351140
2646263319950,1788985806.857536,baseline,14.45,1.207,11.967,1353850
2646273320050,1788985806.867539,baseline,14.425,1.205,11.966,1356630
2646283319210,1788985806.8775344,baseline,14.45,1.207,11.966,1353510
2646293319130,1788985806.8875353,baseline,14.437,1.206,11.966,1354410
2646303319650,1788985806.8975391,baseline,14.425,1.206,11.966,1357250
2646313320010,1788985806.9075353,baseline,14.45,1.207,11.966,1353200
2646323319850,1788985806.9175396,baseline,14.437,1.206,11.966,1357670
2646333319670,1788985806.9275346,baseline,14.45,1.207,11.966,1352760
2646343320830,1788985806.937536,baseline,14.425,1.205,11.966,1352960
2646353320070,1788985806.9475346,baseline,14.45,1.207,11.966,1352550
2646363319860,1788985806.9575377,baseline,14.425,1.205,11.967,1355710
2646373319400,1788985806.9675372,baseline,14.45,1.206,11.966,1355620
2646383319030,1788985806.977534,baseline,14.45,1.207,11.966,1352970
2646393320510,1788985806.9875371,baseline,14.425,1.205,11.966,1354530
2646403319190,1788985806.9975386,baseline,14.45,1.207,11.966,1357210
2646413319670,1788985807.0075357,baseline,14.437,1.206,11.967,1353800
2646423318880,1788985807.0175376,baseline,14.437,1.206,11.967,1356560
2646433320100,1788985807.0275362,baseline,14.412,1.205,11.966,1353800
2646443319300,1788985807.0375376,baseline,14.437,1.206,11.967,1356190
2646453319070,1788985807.0475368,baseline,14.437,1.206,11.966,1355710
2646463320520,1788985807.0575383,baseline,14.425,1.206,11.966,1355770
2646473319250,1788985807.067539,baseline,14.45,1.207,11.967,1357440
2646483319750,1788985807.0775368,baseline,14.412,1.204,11.966,1355400
2646493325900,1788985807.0875752,baseline,14.45,1.207,11.965,1387980
2646503321290,1788985807.0975394,baseline,14.6,1.22,11.963,1356040
2646513320790,1788985807.107543,baseline,14.587,1.218,11.965,1360500
2646523321060,1788985807.1175392,baseline,14.462,1.209,11.966,1356130
2646533320180,1788985807.1275358,baseline,14.425,1.205,11.966,1353540
2646543319820,1788985807.1375363,baseline,14.45,1.207,11.966,1354620
2646553319340,1788985807.1475368,baseline,14.412,1.205,11.966,1355280
2646563319970,1788985807.1575398,baseline,14.437,1.206,11.966,1357970
2646573319710,1788985807.1675355,baseline,14.412,1.205,11.966,1354030
2646583319910,1788985807.1775403,baseline,14.45,1.207,11.966,1358520
2646593319510,1788985807.1875348,baseline,14.437,1.206,11.966,1353380
2646603319650,1788985807.1975384,baseline,14.437,1.206,11.966,1356380
2646613319410,1788985807.2075346,baseline,14.45,1.207,11.967,1352910
2646623319950,1788985807.217537,baseline,14.412,1.205,11.966,1355590
2646633319920,1788985807.2275367,baseline,14.45,1.207,11.966,1354460
2646643319730,1788985807.2375386,baseline,14.425,1.204,11.966,1357120
2646653318850,1788985807.2475336,baseline,14.45,1.207,11.966,1352790
2646663320150,1788985807.2575374,baseline,14.425,1.205,11.967,1355470
2646673319220,1788985807.2675354,baseline,14.425,1.206,11.966,1354000
2646683318970,1788985807.2775385,baseline,14.425,1.206,11.967,1357640
2646693319480,1788985807.287535,baseline,14.412,1.205,11.966,1353110
2646703319460,1788985807.2975376,baseline,14.437,1.206,11.966,1356090
2646713319650,1788985807.3075328,baseline,14.425,1.205,11.967,1351290
2646723320370,1788985807.317539,baseline,14.45,1.207,11.967,1356460
2646733319610,1788985807.3275342,baseline,14.425,1.206,11.966,1352590
2646743319590,1788985807.3375363,baseline,14.45,1.207,11.966,1354910
2646753319160,1788985807.3475323,baseline,14.437,1.206,11.966,1350970
2646763319520,1788985807.357538,baseline,14.412,1.205,11.967,1356440
2646773319490,1788985807.3675337,baseline,14.437,1.207,11.966,1351940
2646783319980,1788985807.3775394,baseline,14.437,1.206,11.967,1357210
2646793319590,1788985807.387534,baseline,14.462,1.208,11.966,1352060
2646803319050,1788985807.3975363,baseline,14.425,1.205,11.966,1355010
2646813320860,1788985807.4075391,baseline,14.425,1.206,11.966,1356160
2646823319550,1788985807.4175348,baseline,14.437,1.207,11.966,1352770
2646833319570,1788985807.4275372,baseline,14.412,1.205,11.966,1355320
2646843319860,1788985807.4375398,baseline,14.437,1.207,11.966,1357730
2646853319780,1788985807.4475338,baseline,14.412,1.204,11.966,1351860
