perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
1276460992100,1788984437.053861,baseline_boundary_before,14.675,1.227,11.96,1636420
1276460885610,1788984437.0537598,setup,14.675,1.227,11.96,1980230
1276560992900,1788984437.1538615,baseline,14.425,1.205,11.963,1382830
1276660988680,1788984437.2538574,baseline,14.437,1.206,11.965,1369180
1276760988800,1788984437.3538573,baseline,14.425,1.206,11.963,1371920
1276860988730,1788984437.4538572,baseline,14.4,1.204,11.963,1389200
1276960987490,1788984437.553856,baseline,14.4,1.204,11.963,1373740
1277060987270,1788984437.6538558,baseline,14.4,1.204,11.963,1371800
1277160985710,1788984437.7538543,baseline,14.412,1.205,11.963,1371360
1277260985520,1788984437.853854,baseline,14.412,1.204,11.965,1363500
1277360986770,1788984437.9538555,baseline,14.412,1.204,11.963,1370410
1277460987120,1788984438.0538557,baseline,14.4,1.204,11.963,1374310
1277560987380,1788984438.153856,baseline,14.412,1.204,11.963,1369960
1277660985810,1788984438.2538543,baseline,14.4,1.204,11.963,1374410
1277760987530,1788984438.353856,baseline,14.4,1.204,11.963,1371840
1277860989730,1788984438.4538584,baseline,14.425,1.205,11.963,1373380
1277960987290,1788984438.553856,baseline,14.412,1.204,11.963,1370330
1278060987320,1788984438.6538558,baseline,14.425,1.204,11.963,1371560
1278160985520,1788984438.7538543,baseline,14.4,1.204,11.963,1389890
1278260987880,1788984438.8538566,baseline,14.412,1.204,11.963,1370190
1278360986950,1788984438.9538555,baseline,14.4,1.203,11.965,1370500
1278460986210,1788984439.0538547,baseline,14.4,1.203,11.963,1374850
1278560986980,1788984439.1538556,baseline,14.4,1.204,11.965,1370490
1278660986240,1788984439.2538548,baseline,14.4,1.204,11.963,1371600
1278760988490,1788984439.353857,baseline,14.4,1.204,11.963,1373310
1278860986400,1788984439.4538553,baseline,14.412,1.205,11.963,1378280
1278960997830,1788984439.553867,baseline,14.412,1.205,11.963,1416210
