perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
2687740224460,1788985848.3347635,baseline_boundary_before,14.625,1.222,11.963,1677480
2687740146630,1788985848.3350053,baseline,14.625,1.222,11.963,1996080
2687750249430,1788985848.3444626,baseline,14.575,1.218,11.965,1350900
2687760247200,1788985848.3544614,baseline,14.437,1.206,11.966,1352030
2687770247530,1788985848.3644602,baseline,14.437,1.207,11.967,1350340
2687780247540,1788985848.3744643,baseline,14.437,1.206,11.966,1354310
2687790246990,1788985848.3844597,baseline,14.425,1.205,11.966,1350420
2687800246960,1788985848.394458,baseline,14.437,1.206,11.967,1348660
2687810246980,1788985848.4044592,baseline,14.425,1.205,11.966,1350060
2687820246130,1788985848.4144592,baseline,14.437,1.207,11.967,1350660
2687830246590,1788985848.424459,baseline,14.412,1.204,11.966,1349990
2687840246210,1788985848.4344625,baseline,14.437,1.206,11.966,1354050
2687850247160,1788985848.4444592,baseline,14.437,1.205,11.967,1349900
2687860246850,1788985848.4544625,baseline,14.425,1.206,11.966,1353200
2687870247260,1788985848.4644613,baseline,14.437,1.206,11.967,1351810
2687880246890,1788985848.4744623,baseline,14.425,1.205,11.966,1352990
2687890246990,1788985848.4844596,baseline,14.437,1.206,11.967,1349990
2687900246180,1788985848.4944613,baseline,14.425,1.206,11.966,1352810
2687910247080,1788985848.504461,baseline,14.437,1.206,11.966,1352030
2687920246500,1788985848.5144618,baseline,14.437,1.206,11.967,1352820
2687930246540,1788985848.5244615,baseline,14.425,1.205,11.966,1352810
2687940246010,1788985848.534463,baseline,14.437,1.206,11.967,1354870
2687950247460,1788985848.5444608,baseline,14.425,1.206,11.966,1350990
2687960246300,1788985848.5544589,baseline,14.45,1.207,11.967,1350520
2687970247300,1788985848.5644612,baseline,14.437,1.206,11.966,1351830
2687980247110,1788985848.5744617,baseline,14.425,1.206,11.966,1352370
2687990246050,1788985848.5844607,baseline,14.425,1.205,11.966,1352480
2688000248050,1788985848.594461,baseline,14.437,1.206,11.966,1350750
2688010246740,1788985848.6044588,baseline,14.437,1.206,11.966,1349570
2688020246010,1788985848.6144574,baseline,14.425,1.205,11.967,1349290
2688030247180,1788985848.6244605,baseline,14.437,1.207,11.967,1351110
2688040246820,1788985848.634461,baseline,14.425,1.205,11.966,1352010
2688050247410,1788985848.6444623,baseline,14.437,1.207,11.966,1352620
2688060246880,1788985848.6544592,baseline,14.425,1.205,11.966,1350020
2688070246330,1788985848.6644614,baseline,14.437,1.206,11.967,1353040
2688080247630,1788985848.6744637,baseline,14.437,1.206,11.966,1354100
2688090246080,1788985848.6844587,baseline,14.437,1.206,11.967,1350470
2688100246280,1788985848.6944594,baseline,14.437,1.207,11.966,1350890
2688110246340,1788985848.7044592,baseline,14.425,1.205,11.966,1350660
2688120247180,1788985848.7144628,baseline,14.437,1.207,11.966,1353400
2688130246780,1788985848.7244594,baseline,14.412,1.204,11.966,1350810
2688140246160,1788985848.7344592,baseline,14.437,1.206,11.967,1350660
2688150246880,1788985848.7444642,baseline,14.425,1.206,11.967,1355090
2688160246560,1788985848.75446,baseline,14.437,1.206,11.966,1351600
2688170245910,1788985848.764461,baseline,14.45,1.207,11.967,1353190
2688180248050,1788985848.7744648,baseline,14.412,1.204,11.966,1354780
2688190246810,1788985848.7844577,baseline,14.45,1.207,11.966,1348750
2688200246700,1788985848.794462,baseline,14.412,1.205,11.967,1353180
2688210247410,1788985848.804459,baseline,14.437,1.206,11.967,1349350
2688220246340,1788985848.8144593,baseline,14.437,1.206,11.967,1350920
2688230246180,1788985848.824458,baseline,14.437,1.206,11.967,1349870
2688240246970,1788985848.834459,baseline,14.45,1.207,11.967,1350320
2688250246840,1788985848.8444643,baseline,14.412,1.204,11.966,1355320
2688260247090,1788985848.8544607,baseline,14.437,1.206,11.966,1351240
2688270246320,1788985848.86446,baseline,14.425,1.205,11.967,1351760
2688280246850,1788985848.8744636,baseline,14.437,1.206,11.966,1354560
2688290246520,1788985848.8844576,baseline,14.437,1.205,11.966,1349140
2688300247010,1788985848.8944585,baseline,14.437,1.206,11.966,1349710
2688310246240,1788985848.9044585,baseline,14.437,1.206,11.966,1350090
2688320247270,1788985848.9144602,baseline,14.437,1.206,11.966,1350840
2688330246470,1788985848.924461,baseline,14.437,1.206,11.966,1352090
2688340247530,1788985848.9344592,baseline,14.425,1.205,11.967,1349640
2688350246850,1788985848.9444616,baseline,14.425,1.206,11.967,1352780
2688360246200,1788985848.9544604,baseline,14.437,1.206,11.966,1352050
2688370246280,1788985848.9644594,baseline,14.437,1.207,11.966,1351130
2688380246450,1788985848.974461,baseline,14.437,1.206,11.966,1352520
2688390246990,1788985848.9844604,baseline,14.437,1.206,11.966,1351100
2688400247140,1788985848.9944599,baseline,14.425,1.206,11.966,1350700
2688410246450,1788985849.004463,baseline,14.412,1.205,11.967,1354280
2688420246770,1788985849.0144632,baseline,14.425,1.206,11.967,1354630
2688430247280,1788985849.0244613,baseline,14.437,1.206,11.966,1352240
2688440246790,1788985849.034461,baseline,14.437,1.206,11.967,1352140
2688450247820,1788985849.044461,baseline,14.437,1.206,11.966,1350940
2688460246180,1788985849.0544634,baseline,14.425,1.205,11.966,1355200
2688470246400,1788985849.0644624,baseline,14.425,1.205,11.967,1353870
2688480246470,1788985849.0744596,baseline,14.425,1.205,11.967,1351000
2688490247300,1788985849.084466,baseline,14.437,1.206,11.967,1356520
2688500246840,1788985849.094461,baseline,14.425,1.205,11.966,1351990
2688510246770,1788985849.1044624,baseline,14.425,1.206,11.967,1353120
2688520246940,1788985849.1144593,baseline,14.437,1.206,11.966,1350380
2688530246400,1788985849.1244586,baseline,14.425,1.205,11.966,1349790
2688540247260,1788985849.1344612,baseline,14.425,1.206,11.966,1351690
2688550246790,1788985849.1444612,baseline,14.412,1.204,11.967,1351930
2688560247010,1788985849.154463,baseline,14.437,1.207,11.966,1353710
2688570247200,1788985849.1644628,baseline,14.425,1.205,11.966,1353480
2688580246870,1788985849.174461,baseline,14.425,1.205,11.966,1351900
2688590247440,1788985849.184463,baseline,14.437,1.206,11.966,1353440
2688600246310,1788985849.1944602,baseline,14.412,1.204,11.966,1351550
2688610246530,1788985849.2044618,baseline,14.437,1.206,11.967,1353160
2688620246750,1788985849.2144597,baseline,14.425,1.205,11.967,1350610
2688630246390,1788985849.2244601,baseline,14.425,1.206,11.967,1351330
2688640246700,1788985849.2344615,baseline,14.425,1.206,11.967,1352380
2688650246280,1788985849.2444603,baseline,14.437,1.206,11.966,1351680
2688660247100,1788985849.2544634,baseline,14.425,1.206,11.967,1354400
2688670246800,1788985849.2644606,baseline,14.425,1.205,11.966,1351870
2688680246470,1788985849.2744606,baseline,14.45,1.207,11.966,1352160
2688690246820,1788985849.2844594,baseline,14.412,1.205,11.967,1350440
2688700247240,1788985849.294464,baseline,14.45,1.207,11.967,1354540
2688710247200,1788985849.3044605,baseline,14.425,1.205,11.967,1351410
2688720246950,1788985849.314461,baseline,14.437,1.206,11.966,1351660
2688730246030,1788985849.3244612,baseline,14.437,1.206,11.966,1353140
2688740246430,1788985849.3344631,baseline,14.437,1.206,11.966,1354680
2688750245860,1788985849.344461,baseline,14.437,1.207,11.965,1353110
2688760246040,1788985849.3544576,baseline,14.412,1.205,11.966,1349240
2688770246480,1788985849.3644636,baseline,14.437,1.207,11.967,1355030
2688780246570,1788985849.3744612,baseline,14.425,1.206,11.966,1352390
2688790247170,1788985849.384459,baseline,14.437,1.206,11.966,1349600
2688800247740,1788985849.3944638,baseline,14.425,1.206,11.966,1353620
2688810247260,1788985849.404458,baseline,14.45,1.207,11.967,1348640
2688820247040,1788985849.4144626,baseline,14.437,1.206,11.966,1353140
2688830248720,1788985849.4244635,baseline,14.425,1.205,11.967,1352780
2688840246530,1788985849.4344592,baseline,14.437,1.207,11.966,1350340
2688850247220,1788985849.4444623,baseline,14.437,1.206,11.967,1353270
2688860246860,1788985849.4544606,baseline,14.437,1.206,11.966,1351540
2688870246810,1788985849.4644666,baseline,14.437,1.205,11.966,1357780
2688880246460,1788985849.4744587,baseline,14.437,1.206,11.967,1349920
2688890246140,1788985849.484459,baseline,14.45,1.207,11.966,1350700
2688900246670,1788985849.494463,baseline,14.425,1.205,11.966,1354060
2688910247090,1788985849.5044603,baseline,14.437,1.206,11.967,1351520
2688920246970,1788985849.5144598,baseline,14.425,1.205,11.966,1351120
