local_index,mnist_test_index,label,prediction,correct,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
0,372,0,0,1,12.502873420715332,-8.195220947265625,-0.19731450080871582,-4.422347545623779,-6.772705554962158,-0.399947851896286,-0.6557796001434326,-3.144285202026367,-4.846035957336426,1.2161695957183838
1,4719,1,1,1,-1.7587862014770508,8.246471405029297,-1.5167629718780518,-4.203171730041504,-0.20363417267799377,-3.8130507469177246,-2.8912832736968994,1.2126730680465698,-1.784637689590454,-1.3765454292297363
2,306,2,2,1,-4.0019989013671875,3.969454050064087,14.617177963256836,1.1126794815063477,-7.388735294342041,-11.07455062866211,-9.681268692016602,3.865058422088623,-1.5687505006790161,-8.9022216796875
3,7024,3,3,1,-11.725500106811523,-5.996922969818115,-5.0380659103393555,16.308687210083008,-10.937067985534668,-2.4617769718170166,-16.315702438354492,-4.892382621765137,0.590638279914856,1.514121651649475
4,6175,4,4,1,-5.772133827209473,0.8502524495124817,-4.7247314453125,-9.6912202835083,19.121910095214844,-7.3172454833984375,2.1383585929870605,-0.19383834302425385,-7.491885662078857,0.11638129502534866
5,3558,5,0,0,6.508453369140625,-8.776435852050781,-3.750335693359375,-0.5133780837059021,-5.789679527282715,3.1462013721466064,0.4177592098712921,-5.52985954284668,-3.298917055130005,-3.835010051727295
6,5034,6,6,1,0.6049017906188965,-4.816381931304932,-3.148876190185547,-7.141008377075195,-2.8465867042541504,1.2365977764129639,15.16226577758789,-10.02715015411377,1.1037527322769165,-4.262773513793945
7,579,7,7,1,-2.6921935081481934,-2.7993757724761963,-2.6636950969696045,-2.8835794925689697,-6.56955623626709,-0.182434543967247,-12.243435859680176,10.494747161865234,-1.4612170457839966,1.671373724937439
8,9695,8,8,1,-8.555256843566895,-4.262461185455322,-0.6289880275726318,4.349417686462402,-5.397213459014893,-3.3273658752441406,-8.441595077514648,-2.9084811210632324,8.160370826721191,-3.342681646347046
9,7884,9,9,1,-4.791888236999512,-7.864367961883545,-7.060731887817383,-0.998907744884491,1.4126031398773193,-4.118337154388428,-12.115998268127441,-0.14466387033462524,-1.216408610343933,15.350547790527344
10,4891,0,0,1,13.429327011108398,-5.3389787673950195,0.8600224256515503,-4.654777526855469,-2.331813335418701,-6.461087226867676,0.4505572021007538,-3.449150562286377,-5.410158157348633,3.9785988330841064
11,2015,1,1,1,-6.722353935241699,12.778790473937988,-3.5637385845184326,-7.797551155090332,1.1616225242614746,-4.296870231628418,-3.5515434741973877,-0.8951511383056641,0.011019350960850716,-2.6203577518463135
