perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
1478380376990,1788984638.9732456,baseline_boundary_before,14.675,1.226,11.961,1635000
1478380269010,1788984638.973142,setup,14.675,1.226,11.961,1983700
1478480379260,1788984639.0732477,baseline,14.437,1.206,11.965,1382020
1478580374150,1788984639.1732428,baseline,14.45,1.207,11.965,1376130
1478680374150,1788984639.2732427,baseline,14.45,1.207,11.965,1375710
1478780371800,1788984639.3732402,baseline,14.412,1.204,11.965,1382670
1478880375330,1788984639.473244,baseline,14.412,1.205,11.965,1374200
1478980373600,1788984639.5732422,baseline,14.412,1.205,11.965,1372540
1479080373290,1788984639.6732419,baseline,14.425,1.205,11.965,1372930
1479180373420,1788984639.773242,baseline,14.412,1.205,11.965,1376190
1479283275890,1788984639.8761485,baseline,14.412,1.205,11.965,1718240
1479380392230,1788984639.973261,baseline,14.412,1.205,11.965,1377480
1479480373850,1788984640.0732424,baseline,14.425,1.205,11.963,1373080
1479580372350,1788984640.1732411,baseline,14.412,1.204,11.965,1374330
1479680376810,1788984640.2732453,baseline,14.412,1.204,11.965,1383260
1479780375850,1788984640.3732445,baseline,14.425,1.205,11.965,1376200
1479880374820,1788984640.4732437,baseline,14.412,1.204,11.965,1372870
1479980374190,1788984640.573243,baseline,14.4,1.204,11.965,1376130
1480080373730,1788984640.6732423,baseline,14.425,1.205,11.965,1412950
1480180373200,1788984640.7732415,baseline,14.412,1.205,11.963,1377490
1480280374520,1788984640.873243,baseline,14.425,1.205,11.965,1378660
1480380372430,1788984640.973241,baseline,14.412,1.205,11.963,1376370
1480480372310,1788984641.0732408,baseline,14.425,1.205,11.965,1373870
1480580374070,1788984641.1732426,baseline,14.412,1.204,11.965,1369570
1480680374590,1788984641.2732432,baseline,14.425,1.205,11.965,1373340
1480780374140,1788984641.3732429,baseline,14.412,1.204,11.965,1373570
1480880374930,1788984641.4732437,baseline,14.4,1.204,11.965,1386700
1480980381800,1788984641.5732505,baseline,14.45,1.207,11.965,1415670
1481080378690,1788984641.6732473,baseline,14.425,1.205,11.965,1375170
1481180373980,1788984641.7732427,baseline,14.437,1.206,11.965,1372390
1481280373650,1788984641.8732421,baseline,14.437,1.206,11.963,1376820
1481380372310,1788984641.9732409,baseline,14.412,1.204,11.965,1391940
1481480374710,1788984642.0732431,baseline,14.425,1.205,11.965,1374880
1481580374670,1788984642.1732433,baseline,14.412,1.205,11.965,1372590
1481680373920,1788984642.2732427,baseline,14.412,1.204,11.965,1376430
1481780372960,1788984642.3732417,baseline,14.425,1.205,11.965,1376180
1481880374140,1788984642.4732425,baseline,14.412,1.204,11.965,1382010
1481980387500,1788984642.5732567,baseline,14.412,1.204,11.965,1443460
1482080379570,1788984642.6732485,baseline,14.412,1.205,11.965,1378340
1482180372260,1788984642.7732408,baseline,14.412,1.204,11.965,1390380
1482280374040,1788984642.8732426,baseline,14.425,1.205,11.963,1370180
1482380375970,1788984642.9732447,baseline,14.412,1.205,11.965,1375820
1482480375000,1788984643.0732436,baseline,14.412,1.204,11.965,1373490
1482580374300,1788984643.1732428,baseline,14.437,1.206,11.965,1374090
1482680374120,1788984643.2732427,baseline,14.437,1.206,11.963,1393550
1482780373550,1788984643.3732421,baseline,14.437,1.206,11.963,1373390
1482880376940,1788984643.4732454,baseline,14.437,1.207,11.965,1386770
1482980374650,1788984643.5732431,baseline,14.437,1.206,11.963,1374290
1483080372720,1788984643.6732414,baseline,14.425,1.205,11.965,1376120
1483180374690,1788984643.7732432,baseline,14.412,1.204,11.965,1370150
1483280373940,1788984643.8732426,baseline,14.412,1.204,11.963,1372900
1483380374340,1788984643.973243,baseline,14.412,1.205,11.963,1374610
1483387080990,1788984643.9799492,baseline_boundary_after,14.45,1.207,11.965,1422950
1483392124980,1788984643.9849958,benchmark_boundary_before,14.45,1.207,11.965,1599680
1483480613070,1788984644.073483,benchmark,14.65,1.225,11.961,6265230
1483580421540,1788984644.1732912,benchmark,14.637,1.224,11.961,5481480
1483680643040,1788984644.2735124,benchmark,14.637,1.225,11.961,6050080
1483780779430,1788984644.3736486,benchmark,14.637,1.223,11.962,5602730
1483880418210,1788984644.4732883,benchmark,14.625,1.223,11.96,6076280
1483980420340,1788984644.5732896,benchmark,14.612,1.222,11.961,4737530
1484080887180,1788984644.6737566,benchmark,14.625,1.222,11.961,6080020
1484180418340,1788984644.7732882,benchmark,14.637,1.224,11.961,4879280
1484280417890,1788984644.8732874,benchmark,14.625,1.222,11.961,4710500
1484380417100,1788984644.9732866,benchmark,14.612,1.222,11.96,4731200
1484480945940,1788984645.0738156,benchmark,14.637,1.223,11.962,4721880
1484580891090,1788984645.1737604,benchmark,14.612,1.222,11.961,4705130
1484680687440,1788984645.273557,benchmark,14.625,1.222,11.961,5418330
1484780581820,1788984645.3734517,benchmark,14.612,1.222,11.961,5249860
1484880426680,1788984645.4732964,benchmark,14.612,1.225,11.961,5607260
1484980522450,1788984645.5733922,benchmark,14.625,1.222,11.961,6029320
1485081021110,1788984645.6738908,benchmark,14.612,1.222,11.961,4691600
1485180685640,1788984645.7735553,benchmark,14.625,1.223,11.961,5463120
1485280629270,1788984645.8734987,benchmark,14.625,1.222,11.96,5396570
1485380415800,1788984645.9732854,benchmark,14.625,1.224,11.961,4871380
1485480417510,1788984646.0732872,benchmark,14.612,1.222,11.961,5395360
1485580811370,1788984646.1736813,benchmark,14.625,1.225,11.961,5451070
1485680707620,1788984646.2735772,benchmark,14.612,1.221,11.961,5276900
1485780612490,1788984646.373482,benchmark,14.612,1.221,11.961,5414920
1485880629310,1788984646.4734988,benchmark,14.625,1.222,11.961,5253540
1485980421020,1788984646.5732906,benchmark,14.625,1.223,11.962,4839540
1486081060140,1788984646.6739295,benchmark,14.625,1.223,11.961,5472210
1486180416130,1788984646.7732856,benchmark,14.625,1.223,11.961,4689520
1486280855110,1788984646.8737247,benchmark,14.625,1.225,11.961,4738780
1486380846460,1788984646.973716,benchmark,14.612,1.222,11.961,4815510
1486480759030,1788984647.073629,benchmark,14.625,1.223,11.961,4783180
1486580868160,1788984647.1737378,benchmark,14.625,1.222,11.961,4712700
1486680670240,1788984647.2735398,benchmark,14.625,1.222,11.961,5562390
1486780930790,1788984647.3738003,benchmark,14.65,1.224,11.961,6059790
1486880473050,1788984647.4733427,benchmark,14.625,1.223,11.961,4694870
1486980673780,1788984647.5735433,benchmark,14.625,1.224,11.961,5423710
1487080861060,1788984647.6737309,benchmark,14.75,1.233,11.96,4738840
1487180427500,1788984647.773297,benchmark,14.625,1.222,11.961,4436940
1487280927030,1788984647.8737967,benchmark,14.625,1.223,11.961,6173690
1487380825010,1788984647.9736948,benchmark,14.625,1.222,11.961,4669700
1487480820460,1788984648.0736902,benchmark,14.625,1.224,11.961,5424180
1487580656540,1788984648.173526,benchmark,14.625,1.223,11.961,4723500
1487680617220,1788984648.2734866,benchmark,14.612,1.221,11.961,6024240
1487780488590,1788984648.3733582,benchmark,14.625,1.223,11.961,4838690
1487880792890,1788984648.4736626,benchmark,14.612,1.222,11.961,6236960
1487980422530,1788984648.573292,benchmark,14.65,1.224,11.961,5607370
1488080726370,1788984648.673596,benchmark,14.625,1.223,11.961,5383330
1488180686610,1788984648.7735562,benchmark,14.625,1.224,11.961,5409360
1488280497540,1788984648.873367,benchmark,14.637,1.224,11.961,5580130
1488380672150,1788984648.973542,benchmark,14.637,1.224,11.961,5400800
1488480510980,1788984649.0733807,benchmark,14.65,1.224,11.961,5547140
1488580665430,1788984649.1735349,benchmark,14.637,1.223,11.961,4669930
1488680418330,1788984649.2732878,benchmark,14.637,1.224,11.961,5463030
1488780450200,1788984649.3733196,benchmark,14.625,1.222,11.961,4675500
1488880423100,1788984649.4732928,benchmark,14.625,1.225,11.961,5598470
1488980660320,1788984649.5735302,benchmark,14.612,1.222,11.961,5266980
1489080545920,1788984649.6734154,benchmark,14.637,1.223,11.961,5467610
1489180849860,1788984649.7737193,benchmark,14.625,1.223,11.961,5999190
1489280671970,1788984649.8735414,benchmark,14.637,1.223,11.961,4687040
1489380487360,1788984649.9733567,benchmark,14.625,1.224,11.961,4702150
1489480487110,1788984650.0733566,benchmark,14.637,1.223,11.961,5434750
1489581036340,1788984650.1739058,benchmark,14.625,1.224,11.961,5403520
1489680417810,1788984650.273287,benchmark,14.625,1.223,11.961,5477680
1489780942590,1788984650.373812,benchmark,14.625,1.222,11.961,5410810
1489880954280,1788984650.4738238,benchmark,14.625,1.222,11.961,5301470
1489980735990,1788984650.5736055,benchmark,14.625,1.222,11.961,4666170
1490080681040,1788984650.6735506,benchmark,14.637,1.224,11.961,5985270
1490180437200,1788984650.7733068,benchmark,14.625,1.222,11.962,5540390
1490280417830,1788984650.8732874,benchmark,14.625,1.223,11.961,5471550
1490380449450,1788984650.973319,benchmark,14.625,1.222,11.961,4695020
1490480921500,1788984651.073791,benchmark,14.625,1.223,11.961,4844180
1490580419720,1788984651.1732893,benchmark,14.637,1.224,11.961,5432880
1490680850180,1788984651.2737195,benchmark,14.625,1.223,11.961,4749560
1490780829070,1788984651.3736985,benchmark,14.612,1.225,11.961,6024940
1490880893060,1788984651.473763,benchmark,14.625,1.223,11.962,4741850
1490980861680,1788984651.5737312,benchmark,14.612,1.222,11.961,5428780
1491080808260,1788984651.673678,benchmark,14.637,1.223,11.961,4673060
1491181285590,1788984651.7741554,benchmark,14.625,1.222,11.961,5464220
1491280573800,1788984651.8734436,benchmark,14.625,1.225,11.96,4843160
1491380493300,1788984651.9733627,benchmark,14.625,1.222,11.961,4701530
1491480560920,1788984652.0734303,benchmark,14.625,1.222,11.961,4691930
1491581038600,1788984652.173908,benchmark,14.625,1.223,11.961,5531950
1491680420830,1788984652.2732902,benchmark,14.612,1.222,11.961,4728780
1491780936700,1788984652.3738062,benchmark,14.625,1.223,11.961,5415930
1491880850360,1788984652.47372,benchmark,14.612,1.222,11.96,6043080
1491980773420,1788984652.573643,benchmark,14.637,1.225,11.961,5422700
1492080726040,1788984652.6735957,benchmark,14.637,1.223,11.961,6081860
1492180621330,1788984652.773491,benchmark,14.637,1.224,11.961,5494960
1492280467530,1788984652.8733368,benchmark,14.625,1.223,11.961,5447520
1492380426320,1788984652.9732957,benchmark,14.625,1.223,11.96,5464440
1492480929790,1788984653.0737994,benchmark,14.625,1.223,11.961,4877850
1492580417440,1788984653.1732867,benchmark,14.625,1.222,11.961,5454300
1492680417900,1788984653.2732878,benchmark,14.625,1.225,11.961,5438540
1492780414490,1788984653.373284,benchmark,14.625,1.222,11.961,5254210
1492880422350,1788984653.473292,benchmark,14.625,1.222,11.961,4742000
1492980480300,1788984653.5733502,benchmark,14.625,1.223,11.961,5992840
1493080959920,1788984653.6738296,benchmark,14.625,1.222,11.962,4854270
1493180789170,1788984653.773659,benchmark,14.625,1.223,11.961,5469880
1493280711680,1788984653.8735814,benchmark,14.625,1.222,11.961,5403630
1493380472740,1788984653.9733422,benchmark,14.625,1.222,11.961,4677470
