cpu 0 pkg 0 die 0 l3 0 node 0 lnode 0 core 0 ht_id 0 siblings 0 1 -1 -1
cpu 1 pkg 0 die 0 l3 0 node 0 lnode 0 core 0 ht_id 1 siblings 0 1 -1 -1
cpu 2 pkg 0 die 0 l3 0 node 0 lnode 0 core 4 ht_id 0 siblings 2 3 -1 -1
cpu 3 pkg 0 die 0 l3 0 node 0 lnode 0 core 4 ht_id 1 siblings 2 3 -1 -1
cpu 4 pkg 0 die 0 l3 0 node 0 lnode 0 core 8 ht_id 0 siblings 4 5 -1 -1
cpu 5 pkg 0 die 0 l3 0 node 0 lnode 0 core 8 ht_id 1 siblings 4 5 -1 -1
cpu 6 pkg 0 die 0 l3 0 node 0 lnode 0 core 12 ht_id 0 siblings 6 7 -1 -1
cpu 7 pkg 0 die 0 l3 0 node 0 lnode 0 core 12 ht_id 1 siblings 6 7 -1 -1
cpu 8 pkg 0 die 0 l3 0 node 0 lnode 0 core 16 ht_id 0 siblings 8 9 -1 -1
cpu 9 pkg 0 die 0 l3 0 node 0 lnode 0 core 16 ht_id 1 siblings 8 9 -1 -1
cpu 10 pkg 0 die 0 l3 0 node 0 lnode 0 core 20 ht_id 0 siblings 10 11 -1 -1
cpu 11 pkg 0 die 0 l3 0 node 0 lnode 0 core 20 ht_id 1 siblings 10 11 -1 -1
cpu 12 pkg 0 die 0 l3 0 node 0 lnode 0 core 24 ht_id 0 siblings 12 13 -1 -1
cpu 13 pkg 0 die 0 l3 0 node 0 lnode 0 core 24 ht_id 1 siblings 12 13 -1 -1
cpu 14 pkg 0 die 0 l3 0 node 0 lnode 0 core 28 ht_id 0 siblings 14 15 -1 -1
cpu 15 pkg 0 die 0 l3 0 node 0 lnode 0 core 28 ht_id 1 siblings 14 15 -1 -1
cpu 16 pkg 0 die 0 l3 0 node 0 lnode 0 core 32 ht_id 0 siblings 16 -1 -1 -1
cpu 17 pkg 0 die 0 l3 0 node 0 lnode 0 core 33 ht_id 0 siblings 17 -1 -1 -1
cpu 18 pkg 0 die 0 l3 0 node 0 lnode 0 core 34 ht_id 0 siblings 18 -1 -1 -1
cpu 19 pkg 0 die 0 l3 0 node 0 lnode 0 core 35 ht_id 0 siblings 19 -1 -1 -1
cpu 20 pkg 0 die 0 l3 0 node 0 lnode 0 core 36 ht_id 0 siblings 20 -1 -1 -1
cpu 21 pkg 0 die 0 l3 0 node 0 lnode 0 core 37 ht_id 0 siblings 21 -1 -1 -1
cpu 22 pkg 0 die 0 l3 0 node 0 lnode 0 core 38 ht_id 0 siblings 22 -1 -1 -1
cpu 23 pkg 0 die 0 l3 0 node 0 lnode 0 core 39 ht_id 0 siblings 23 -1 -1 -1
Time_Of_Day_Seconds	Busy%	Bzy_MHz	PkgTmp	PkgWatt	CorWatt
1787687292.008737	33.82	3425	71	57.40	47.75
1787687292.109462	33.22	3425	73	59.56	49.44
1787687292.209972	36.06	3249	71	56.02	46.10
1787687292.310513	32.25	3540	71	60.76	50.87
1787687292.411066	35.54	3243	71	56.30	46.33
1787687292.511827	35.70	3220	71	55.26	45.42
1787687292.612881	32.29	3537	74	60.09	50.28
1787687292.713595	36.10	3321	72	57.27	47.22
1787687292.816835	32.75	3515	73	59.00	49.31
1787687292.917598	35.09	3292	71	57.44	47.32
1787687293.018088	32.33	3552	73	60.92	50.95
1787687293.118836	35.21	3339	71	57.76	47.79
1787687293.219387	35.15	3329	71	56.39	46.42
1787687293.320425	31.95	3526	71	59.72	49.86
1787687293.421119	35.53	3280	73	55.85	45.83
1787687293.522939	33.65	3425	70	58.16	48.29
1787687293.623941	28.52	3349	67	52.45	42.50
1787687293.724639	31.39	2686	71	39.92	30.09
1787687293.825092	35.16	3322	70	55.91	46.04
1787687293.925740	32.00	3523	72	60.84	50.85
1787687294.026261	35.44	3274	71	56.26	46.44
1787687294.130061	32.05	3511	71	57.69	48.07
1787687294.231040	34.57	3303	71	56.91	46.72
1787687294.332178	35.62	3190	71	54.87	44.98
1787687294.432783	35.76	3254	70	56.36	46.40
1787687294.533576	31.92	3527	71	59.87	49.97
1787687294.634042	35.80	3305	73	56.74	46.81
1787687294.734730	35.86	3268	71	54.87	44.99
1787687294.836170	35.03	3398	71	58.31	48.50
1787687294.936899	32.80	3495	73	59.65	49.57
1787687295.037488	35.33	3268	71	56.08	46.10
1787687295.138018	35.25	3329	73	56.35	46.48
1787687295.238716	32.04	3541	71	61.02	51.00
1787687295.339347	35.39	3324	72	56.95	46.99
1787687295.440005	35.71	3376	70	57.68	47.76
1787687295.540547	31.79	3538	73	60.14	50.17
1787687295.641083	35.53	3248	72	54.90	45.03
1787687295.741665	35.79	3290	73	56.33	46.35
1787687295.842214	31.81	3516	73	59.87	49.91
1787687295.942761	36.24	3236	71	55.26	45.40
1787687296.043489	35.95	3297	71	56.07	46.21
1787687296.144171	32.05	3506	73	60.17	50.23
1787687296.244727	35.84	3233	72	54.94	45.00
1787687296.345624	31.87	3538	71	59.83	50.02
1787687296.446112	35.01	3379	70	57.10	47.12
1787687296.547005	32.13	3536	71	60.52	50.60
1787687296.647631	35.63	3328	71	57.01	47.11
1787687296.748285	35.33	3357	73	57.08	47.14
1787687296.848864	31.93	3504	73	59.89	49.89
1787687296.949477	35.76	3277	71	56.22	46.26
1787687297.054626	34.65	3318	71	54.81	45.33
1787687297.155363	32.93	3450	74	60.56	50.21
1787687297.255816	35.47	3359	73	57.68	47.69
1787687297.358300	31.89	3505	71	59.15	49.43
1787687297.458802	34.83	3414	70	59.90	49.70
1787687297.560381	32.36	3554	72	59.64	49.81
1787687297.660933	35.20	3403	73	58.75	48.69
1787687297.761587	31.54	3536	73	60.47	50.46
1787687297.863332	31.97	3538	73	59.00	49.23
1787687297.963983	32.07	3506	73	60.94	50.88
1787687298.064570	35.24	3344	70	57.31	47.36
1787687298.165179	31.98	3532	70	60.26	50.39
1787687298.265733	35.76	3274	72	56.20	46.24
1787687298.367147	34.24	3392	70	58.07	48.22
1787687298.467786	33.53	3382	71	58.03	48.07
1787687298.568464	36.24	3254	71	55.45	45.56
1787687298.668994	32.42	3509	71	59.84	49.98
1787687298.769792	35.54	3348	71	56.53	46.65
1787687298.870571	34.13	3411	70	58.97	49.03
1787687298.971280	33.97	3379	73	58.37	48.41
1787687299.071888	35.45	3283	73	56.76	46.77
1787687299.172489	35.72	3248	71	56.47	46.50
1787687299.274267	32.02	3459	73	57.74	47.96
1787687299.375093	35.50	3296	71	56.59	46.56
1787687299.475613	35.22	3342	71	57.48	47.53
1787687299.576281	35.91	3288	70	56.90	47.00
1787687299.676793	31.92	3536	71	60.61	50.65
1787687299.777402	36.26	3274	74	56.25	46.29
1787687299.880370	32.05	3544	73	58.62	48.96
1787687299.981000	35.11	3233	73	56.17	46.01
1787687300.081494	35.57	3305	74	55.54	45.75
1787687300.182321	35.65	3338	71	57.33	47.36
1787687300.282934	31.98	3499	71	60.04	50.13
1787687300.383714	35.09	3228	70	54.43	44.51
1787687300.484570	35.16	3138	70	51.57	41.77
1787687300.586162	33.60	3461	70	58.90	49.06
1787687300.686782	34.44	3414	73	58.79	48.80
1787687300.787954	35.82	3267	73	54.80	44.99
1787687300.888713	35.09	3336	73	57.99	47.93
1787687300.989740	31.90	3539	71	60.33	50.40
1787687301.090421	34.53	3268	71	55.35	45.40
1787687301.190927	34.66	3357	72	57.36	47.45
1787687301.291564	32.80	3446	73	58.39	48.53
1787687301.392135	35.71	3330	73	57.22	47.26
1787687301.492870	33.83	3234	71	53.73	43.80
1787687301.594238	32.60	3532	71	60.29	50.37
1787687301.694904	35.41	3241	70	54.81	44.89
1787687301.795795	35.77	3316	73	56.55	46.70
1787687301.897330	35.75	3281	71	55.50	45.66
1787687301.997906	31.95	3529	71	61.50	51.40
1787687302.098438	35.40	3289	71	55.55	45.66
1787687302.200272	32.79	3527	71	59.58	49.85
1787687302.300887	35.24	3048	71	51.64	41.65
1787687302.401737	35.73	3125	72	53.01	43.26
1787687302.511026	34.98	3257	69	52.13	42.97
1787687302.611689	32.06	3493	73	63.36	52.48
1787687302.712209	36.33	3175	73	54.32	44.47
1787687302.812893	35.56	3269	73	56.13	46.19
1787687302.913534	31.86	3533	74	59.60	49.79
1787687303.014110	35.74	3260	73	55.66	45.68
1787687303.115016	35.80	3231	70	55.13	45.22
1787687303.215724	31.55	3488	71	59.24	49.27
1787687303.316849	35.69	3444	73	59.32	49.41
1787687303.417362	32.16	3383	72	57.72	47.83
1787687303.518094	35.79	3322	73	57.47	47.51
1787687303.621882	32.69	3462	71	59.06	49.41
1787687303.722731	31.59	3285	69	53.53	43.42
1787687303.823661	29.31	2567	70	35.67	25.83
1787687303.924548	35.54	3306	73	56.38	46.48
1787687304.025121	31.37	3450	72	58.28	48.37
1787687304.125709	35.30	3228	70	54.63	44.69
1787687304.226361	34.95	3288	71	54.87	45.05
1787687304.326947	30.73	3447	72	58.18	48.24
1787687304.427626	35.69	3305	71	55.80	45.94
1787687304.528172	35.47	3306	73	57.35	47.50
1787687304.628834	32.25	3543	70	60.75	50.83
1787687304.729516	31.94	3539	71	59.98	50.12
1787687304.830109	31.33	3473	71	59.42	49.39
1787687304.930555	31.91	3533	73	60.53	50.58
1787687305.031247	35.65	3203	71	54.13	44.27
1787687305.131786	35.50	3225	73	54.91	44.95
1787687305.233295	35.17	3360	72	56.83	46.96
1787687305.333924	32.92	3442	71	59.56	49.46
1787687305.434547	35.59	3342	71	57.51	47.62
1787687305.535363	31.69	3549	70	60.15	50.20
1787687305.636174	35.62	3313	74	56.70	46.72
1787687305.736613	35.18	3266	73	55.88	45.90
1787687305.837816	35.09	3308	69	56.11	46.30
1787687305.938335	31.94	3407	71	57.87	47.88
1787687306.039181	35.85	3290	71	56.09	46.20
1787687306.139920	35.73	3324	73	57.15	47.27
1787687306.241173	33.35	3460	70	59.48	49.61
1787687306.341830	34.00	3348	74	57.84	47.92
1787687306.442450	35.18	3215	73	54.51	44.64
1787687306.543031	35.25	3276	73	55.59	45.65
1787687306.643571	32.08	3540	73	60.54	50.66
1787687306.744126	35.18	3409	73	57.84	47.85
1787687306.845345	34.21	3410	73	58.43	48.54
1787687306.945795	31.52	3417	70	57.51	47.49
1787687307.046559	35.13	3217	73	54.61	44.77
1787687307.147009	35.79	3294	71	57.01	46.98
1787687307.248603	32.82	3492	73	59.67	49.84
1787687307.349254	35.24	3338	71	57.49	47.52
1787687307.449952	35.55	3195	71	54.82	44.90
1787687307.550469	35.90	3211	70	54.85	44.98
1787687307.652143	31.98	3538	71	59.81	49.92
1787687307.752671	35.35	3272	73	56.55	46.50
1787687307.853911	32.85	3456	69	58.14	48.31
1787687307.954546	33.70	3322	71	56.32	46.30
1787687308.055267	35.25	3130	70	51.94	42.12
1787687308.155827	32.01	3531	71	60.83	50.88
1787687308.256475	35.46	3311	71	55.67	45.84
1787687308.357315	34.93	3295	71	56.60	46.70
1787687308.458040	33.40	3437	73	59.28	49.30
1787687308.558584	35.91	3262	73	56.44	46.49
1787687308.659185	32.06	3543	73	59.86	50.01
1787687308.759833	35.29	3328	75	56.78	46.91
1787687308.860423	35.52	3302	71	56.72	46.76
1787687308.960861	32.15	3540	73	60.97	50.99
1787687309.061467	35.39	3329	70	56.10	46.18
1787687309.162154	32.11	3534	71	60.92	50.90
1787687309.262748	36.14	3243	74	55.60	45.65
1787687309.363494	33.39	3440	70	58.19	48.31
1787687309.464127	34.41	3307	73	56.33	46.37
1787687309.564731	36.05	3287	71	56.16	46.26
1787687309.665298	32.00	3538	73	60.90	50.90
1787687309.766107	35.74	3214	73	55.17	45.22
1787687309.866667	36.11	3329	71	57.12	47.23
1787687309.967272	32.47	3520	71	60.28	50.36
1787687310.067907	35.63	3448	73	59.46	49.56
1787687310.168505	32.03	3545	71	59.88	50.05
1787687310.269151	35.75	3390	73	57.67	47.79
1787687310.369707	35.63	3338	70	57.59	47.57
1787687310.470380	31.72	3536	71	59.95	50.05
1787687310.570820	35.55	3199	73	54.90	44.99
1787687310.671488	35.47	3230	71	54.22	44.43
1787687310.773109	34.55	3400	71	58.05	48.21
1787687310.873801	33.09	3409	71	58.74	48.70
1787687310.974473	35.42	3310	71	55.76	45.94
1787687311.075171	35.00	3344	71	57.29	47.32
1787687311.178781	33.51	3443	72	57.17	47.53
1787687311.279433	33.88	3376	73	58.43	48.20
1787687311.379892	35.66	3558	72	61.75	51.69
1787687311.480589	31.63	3520	71	59.24	49.37
1787687311.581180	35.70	3288	74	56.35	46.41
1787687311.681831	34.99	3358	70	57.12	47.17
1787687311.782351	31.89	3540	72	60.64	50.66
1787687311.882947	31.99	3513	73	59.75	49.85
1787687311.983494	32.19	3534	74	60.16	50.29
1787687312.086226	33.64	3435	70	58.82	49.04
1787687312.186723	33.91	3326	71	57.32	47.29
1787687312.287245	35.49	3262	71	56.10	46.17
1787687312.387966	31.82	3527	73	60.26	50.27
1787687312.488572	35.53	3357	74	56.80	46.94
1787687312.592538	33.12	3487	71	58.67	49.02
1787687312.693174	34.64	3185	72	56.31	46.09
1787687312.793941	35.19	3319	73	56.38	46.53
1787687312.894551	32.08	3498	71	60.68	50.68
1787687312.995114	34.36	3171	70	52.82	42.91
1787687313.096475	33.91	3336	70	56.26	46.46
1787687313.197365	32.67	3365	71	57.57	47.51
1787687313.298183	35.47	3207	73	53.80	43.91
1787687313.398632	31.51	3316	73	54.99	45.12
1787687313.499306	35.81	3397	72	59.22	49.23
1787687313.599771	31.53	3555	71	60.61	50.61
1787687313.700475	35.38	3532	74	60.37	50.49
1787687313.800986	35.69	3271	73	55.34	45.45
1787687313.904825	23.08	2558	68	33.41	23.87
1787687314.005568	35.45	3119	70	53.73	43.63
1787687314.106244	35.60	3296	70	56.38	46.45
1787687314.206745	35.73	3280	70	55.93	46.04
1787687314.307367	31.91	3528	73	60.23	50.33
1787687314.408148	35.31	3227	70	54.75	44.82
1787687314.508752	35.57	3206	70	54.10	44.18
1787687314.610019	33.80	3435	70	58.87	49.09
1787687314.710664	34.06	3338	72	57.05	47.09
1787687314.811230	35.93	3556	73	61.09	51.09
1787687314.911826	32.30	3537	71	60.83	50.88
1787687315.012352	35.71	3258	70	55.62	45.71
1787687315.113199	35.05	3239	69	55.29	45.38
1787687315.214547	34.88	3214	70	54.11	44.30
1787687315.315188	32.67	3485	74	59.96	49.89
1787687315.415732	35.89	3343	72	56.52	46.62
1787687315.516283	35.57	3286	73	56.30	46.32
1787687315.617620	32.63	3506	73	59.22	49.41
1787687315.718376	35.55	3201	73	55.10	45.07
1787687315.818884	35.74	3238	72	55.74	45.76
1787687315.919567	31.75	3542	73	59.78	49.93
1787687316.020321	35.62	3373	71	57.33	47.41
1787687316.128174	34.51	3272	71	53.01	43.75
1787687316.228729	32.56	3455	70	62.22	51.61
1787687316.329348	35.23	3329	74	55.84	46.00
1787687316.429849	35.97	3291	71	56.20	46.32
1787687316.534636	33.73	3436	69	57.62	47.99
1787687316.635195	33.98	3320	71	58.12	47.92
1787687316.735819	35.79	3276	73	55.72	45.85
1787687316.836403	36.29	3269	73	56.85	46.86
1787687316.940473	32.43	3514	71	58.30	48.66
1787687317.041019	35.39	3337	71	58.12	47.91
1787687317.141713	34.81	3456	71	59.50	49.49
1787687317.242420	32.73	3527	73	61.02	51.07
1787687317.343078	36.41	3264	73	56.13	46.16
1787687317.443598	35.81	3245	73	55.18	45.27
1787687317.545100	33.44	3477	73	59.48	49.59
1787687317.645550	34.49	3348	73	57.28	47.30
1787687317.746218	35.34	3353	71	57.04	47.07
1787687317.846772	35.72	3354	71	56.63	46.75
1787687317.947414	32.27	3525	75	60.59	50.62
1787687318.048008	35.67	3358	73	56.86	46.95
1787687318.148556	35.64	3091	70	51.54	41.70
1787687318.249196	31.25	3537	73	59.86	49.90
1787687318.349815	36.12	3285	73	55.65	45.79
1787687318.450520	35.00	3299	72	56.14	46.21
1787687318.551371	31.83	3491	73	59.82	49.88
1787687318.651836	35.87	3240	74	55.18	45.27
1787687318.752425	35.87	3248	71	54.00	44.13
1787687318.852946	31.96	3522	73	59.59	49.69
1787687318.953713	32.08	3473	72	59.93	49.95
1787687319.054247	32.07	3491	73	59.57	49.66
1787687319.155340	34.12	3481	74	59.68	49.70
1787687319.255965	33.32	3509	73	60.26	50.25
1787687319.356651	36.08	3357	71	57.37	47.45
1787687319.457197	31.75	3532	72	60.09	50.10
1787687319.557871	35.87	3198	71	55.07	45.11
1787687319.658334	36.07	3356	72	57.59	47.70
1787687319.760339	34.14	3339	72	56.15	46.38
1787687319.860927	32.57	3377	73	59.37	49.24
1787687319.961476	34.83	3436	71	58.54	48.64
1787687320.062070	34.76	3395	71	58.02	48.05
1787687320.165645	32.92	3477	72	57.86	48.28
1787687320.266100	33.97	3401	73	60.05	49.79
1787687320.367005	35.41	3342	71	56.49	46.67
1787687320.467533	32.26	3510	72	60.65	50.65
1787687320.568353	35.17	3333	72	55.32	45.49
1787687320.668977	32.28	3523	73	61.39	51.38
1787687320.769552	35.11	3302	72	55.34	45.47
1787687320.870325	35.88	3381	72	57.78	47.91
1787687320.970903	32.31	3518	73	60.83	50.80
1787687321.071363	36.14	3247	73	55.79	45.85
1787687321.172526	32.66	3504	71	60.40	50.46
1787687321.273172	35.08	3285	73	55.55	45.69
1787687321.373743	35.96	3226	73	56.32	46.31
1787687321.474401	32.15	3539	74	60.17	50.24
1787687321.575159	35.99	3241	73	55.40	45.48
1787687321.675951	31.26	3541	73	59.82	49.94
1787687321.776571	35.25	3292	75	56.00	46.03
1787687321.881428	33.89	3437	73	56.50	46.99
1787687321.982118	34.00	3425	74	60.63	50.22
1787687322.082684	35.69	3268	73	54.92	45.11
1787687322.183311	30.66	3377	72	56.96	47.00
1787687322.283846	35.90	3263	72	54.94	45.14
1787687322.384409	35.68	3387	74	57.76	47.85
1787687322.484934	31.88	3534	75	60.36	50.49
1787687322.585784	35.69	3140	73	53.65	43.75
1787687322.686885	35.41	3239	72	55.09	45.25
1787687322.787775	32.43	3450	73	58.98	49.05
1787687322.888615	35.59	3310	73	56.14	46.19
1787687322.989630	32.04	3519	73	60.51	50.56
1787687323.090146	35.11	3276	71	54.88	45.05
1787687323.190703	35.44	3343	72	57.95	47.93
1787687323.291385	35.34	3419	71	58.49	48.54
1787687323.392049	31.57	3529	72	60.23	50.26
1787687323.492553	34.97	3397	75	58.61	48.72
1787687323.593090	35.57	3258	73	55.76	45.82
1787687323.694619	34.35	3440	71	58.14	48.36
1787687323.795258	33.09	3449	73	58.92	48.84
1787687323.895851	35.95	3268	71	55.35	45.52
1787687323.996624	29.45	3394	73	55.33	45.41
1787687324.097124	35.81	3328	74	57.53	47.58
1787687324.197809	35.71	3289	73	55.65	45.84
1787687324.299257	35.15	3343	70	57.21	47.36
1787687324.399919	32.67	3410	71	58.19	48.28
1787687324.500494	35.82	3278	73	56.55	46.61
1787687324.601066	35.47	3353	71	56.99	47.07
1787687324.704627	33.57	3422	70	57.40	47.80
1787687324.805197	33.99	3341	74	58.24	48.02
1787687324.905652	35.41	3436	71	58.41	48.52
1787687325.006312	35.43	3231	69	55.10	45.27
1787687325.107412	31.99	3522	73	59.93	49.97
1787687325.208079	35.65	3373	73	58.09	48.04
1787687325.309549	32.71	3481	71	58.58	48.78
1787687325.410281	34.71	3290	71	57.26	47.19
1787687325.510920	36.25	3284	73	56.66	46.77
1787687325.611888	35.76	3335	71	57.05	47.14
1787687325.712449	31.60	3514	71	59.84	49.86
1787687325.813074	31.98	3535	72	60.57	50.61
1787687325.913737	31.67	3328	70	55.06	45.24
1787687326.014515	32.30	3379	71	56.61	46.75
1787687326.115001	35.83	3349	73	57.23	47.39
1787687326.215793	31.88	3531	71	60.22	50.29
1787687326.316350	35.29	3364	71	57.69	47.74
1787687326.417566	33.90	3420	70	57.45	47.62
1787687326.518157	33.30	3356	72	57.91	48.01
1787687326.618990	35.43	3271	74	56.23	46.34
1787687326.719505	31.89	3531	71	60.81	50.85
1787687326.820274	35.30	3317	71	56.12	46.26
1787687326.920843	35.50	3299	73	57.67	47.70
1787687327.021419	31.97	3529	73	61.10	51.11
1787687327.121866	35.70	3284	74	55.72	45.83
1787687327.223069	32.53	3527	71	60.41	50.52
1787687327.323513	35.33	3283	73	56.11	46.13
1787687327.424048	32.34	3480	73	59.35	49.45
1787687327.524622	35.13	3268	73	55.75	45.80
1787687327.625310	35.80	3203	71	55.68	45.76
1787687327.725941	32.04	3526	73	60.07	50.16
1787687327.826565	35.81	3239	73	55.02	45.12
1787687327.928565	33.06	3351	71	56.06	46.34
1787687328.029110	34.17	3314	73	56.85	46.86
1787687328.129489	35.44	3301	73	56.60	46.68
1787687328.230128	32.12	3527	74	60.44	50.59
1787687328.330755	35.50	3259	71	55.64	45.77
1787687328.431595	36.11	3346	71	57.21	47.27
1787687328.532221	31.95	3526	73	59.72	49.90
1787687328.633446	34.12	3426	70	58.09	48.23
1787687328.734107	32.63	3506	74	60.03	50.07
1787687328.834776	36.25	3350	74	58.17	48.19
1787687328.938218	34.05	3391	71	56.98	47.31
1787687329.038874	32.16	3293	71	55.10	44.98
1787687329.139452	35.52	3281	71	55.15	45.29
1787687329.240104	35.56	3281	73	56.00	46.05
1787687329.341593	32.31	3537	73	60.31	50.44
1787687329.442118	35.51	3350	72	58.30	48.26
1787687329.542674	36.06	3277	73	55.89	46.03
1787687329.643247	30.58	3529	70	59.28	49.34
1787687329.743845	35.71	3314	75	56.98	47.11
1787687329.844689	35.12	3196	71	53.78	43.84
1787687329.945539	32.40	3498	71	59.52	49.69
1787687330.046555	34.88	3339	72	57.26	47.31
1787687330.146993	35.20	3335	70	56.58	46.76
1787687330.247663	35.66	3318	73	57.09	47.17
1787687330.348152	32.22	3540	75	60.84	50.91
1787687330.448811	35.41	3292	71	56.22	46.39
1787687330.549481	35.64	3410	73	58.43	48.50
1787687330.650336	35.34	3324	71	56.76	46.98
1787687330.751026	32.21	3443	71	58.87	48.94
1787687330.851582	35.41	3370	70	57.97	47.96
1787687330.952081	31.67	3410	73	57.17	47.35
1787687331.052762	36.02	3265	71	56.87	46.90
1787687331.153914	33.97	3450	71	58.53	48.74
1787687331.254751	33.21	3530	73	61.42	51.35
1787687331.355210	35.89	3261	71	56.40	46.41
1787687331.456062	32.15	3539	72	60.18	50.31
1787687331.556680	36.08	3231	73	55.41	45.40
1787687331.657209	35.65	3451	75	59.07	49.09
1787687331.758883	35.49	3341	72	56.19	46.45
1787687331.859542	31.67	3478	71	60.53	50.44
1787687331.960131	35.84	3362	73	57.20	47.32
1787687332.063321	32.15	3462	74	58.82	49.10
1787687332.163818	35.14	3306	73	58.23	48.09
1787687332.264400	35.45	3276	73	56.47	46.51
1787687332.365048	35.91	3285	71	56.26	46.42
1787687332.465724	32.19	3535	75	60.78	50.83
1787687332.566466	35.85	3332	75	56.61	46.77
1787687332.667222	32.06	3539	73	60.54	50.59
1787687332.767998	31.92	3541	73	60.77	50.78
1787687332.868663	30.95	3261	70	54.31	44.38
1787687332.969253	35.21	3250	73	54.64	44.66
1787687333.069955	31.50	3540	75	59.71	49.80
1787687333.170514	35.35	3345	71	56.57	46.55
1787687333.271511	35.41	3290	70	55.52	45.70
1787687333.372080	31.92	3522	74	60.00	49.99
1787687333.472721	34.91	3398	72	58.14	48.10
1787687333.573338	36.03	3217	71	54.89	44.97
1787687333.674362	32.14	3532	73	59.97	50.13
1787687333.775089	35.68	3276	73	56.64	46.66
1787687333.877595	35.44	3370	70	57.33	47.54
1787687333.978582	26.34	3464	68	53.62	43.63
1787687334.079259	31.00	2711	70	39.31	29.49
1787687334.179820	31.41	3548	71	60.00	50.05
1787687334.280483	35.56	3299	74	56.36	46.44
1787687334.381085	36.16	3312	73	56.47	46.64
1787687334.482850	33.90	3419	70	58.63	48.79
1787687334.583333	33.54	3371	73	57.23	47.29
1787687334.684067	35.49	3315	71	56.92	46.99
1787687334.784617	34.83	3200	70	53.66	43.77
1787687334.885338	31.63	3536	74	60.02	50.09
1787687334.986042	35.94	3266	71	56.05	46.09
1787687335.086948	36.01	3290	73	57.16	47.18
1787687335.188450	32.53	3238	73	53.59	43.74
1787687335.288991	34.20	3339	71	56.85	46.89
1787687335.390293	34.79	3389	72	57.64	47.68
1787687335.490925	32.50	3451	74	59.18	49.21
1787687335.591398	35.06	3511	71	60.15	50.16
1787687335.691986	35.41	3283	71	56.01	46.11
1787687335.794723	34.41	3423	71	58.25	48.48
1787687335.895325	33.64	3453	74	59.78	49.63
1787687335.996229	36.32	3318	73	56.98	47.12
1787687336.097016	35.81	3286	74	56.01	46.09
1787687336.197600	32.01	3541	73	60.64	50.65
1787687336.298328	35.87	3207	73	54.86	44.90
1787687336.398841	35.43	3308	71	56.40	46.52
1787687336.499915	31.86	3538	73	60.23	50.31
1787687336.600481	35.86	3355	71	56.99	47.10
1787687336.701090	36.10	3253	70	55.90	45.96
1787687336.801793	31.75	3516	73	60.97	50.96
1787687336.902567	35.41	3302	74	56.22	46.32
1787687337.003099	35.79	3316	74	56.91	46.95
1787687337.107134	34.87	3363	71	56.31	46.63
1787687337.207735	32.97	3440	75	60.56	50.32
1787687337.308451	35.52	3382	73	56.65	46.75
1787687337.409442	32.25	3539	74	60.47	50.52
1787687337.510064	36.04	3307	73	57.03	47.06
1787687337.610518	31.22	3550	75	60.30	50.26
1787687337.711128	34.80	3284	70	54.73	44.85
1787687337.814092	35.10	3130	70	52.84	43.04
1787687337.914733	32.17	3445	71	59.46	49.36
1787687338.015241	35.72	3164	73	53.31	43.44
1787687338.115912	32.51	3540	73	60.89	51.00
1787687338.216462	35.47	3268	71	54.87	45.02
1787687338.317365	36.21	3302	74	57.45	47.49
1787687338.417812	31.85	3544	71	61.08	51.07
1787687338.518475	35.47	3288	71	55.58	45.69
1787687338.619652	33.77	3436	70	58.84	48.94
1787687338.720360	33.68	3359	74	57.80	47.85
1787687338.821704	32.83	3510	71	59.95	50.00
1787687338.922388	34.99	3345	71	57.83	47.88
1787687339.023141	35.91	3238	72	55.06	45.09
1787687339.123824	32.35	3528	71	60.76	50.78
1787687339.224345	36.31	3277	73	56.51	46.48
1787687339.325568	35.17	3347	70	56.32	46.51
1787687339.426092	32.62	3471	71	59.36	49.34
1787687339.526847	35.62	3313	74	57.17	47.18
1787687339.629181	32.66	3511	73	59.10	49.36
1787687339.729931	35.40	3351	74	58.06	47.89
1787687339.830420	35.66	3341	73	57.62	47.62
1787687339.931152	31.79	3430	70	58.00	48.15
1787687340.031603	36.15	3285	72	56.25	46.26
1787687340.132289	31.90	3530	73	60.12	50.24
1787687340.232845	35.98	3305	71	56.24	46.32
1787687340.333395	31.64	3480	70	58.96	49.03
1787687340.433949	32.04	3536	70	60.15	50.26
1787687340.534573	35.73	3237	73	54.60	44.69
1787687340.636699	34.79	3417	70	57.53	47.78
1787687340.737292	33.69	3429	71	59.89	49.82
1787687340.837878	35.46	3280	72	56.36	46.37
1787687340.938536	35.06	3289	73	55.68	45.81
1787687341.038971	32.50	3540	71	61.04	51.01
1787687341.139659	35.42	3363	71	56.99	47.02
1787687341.240803	33.17	3461	73	58.82	48.97
1787687341.342061	33.50	3299	71	56.02	46.00
1787687341.442697	35.36	3245	72	54.50	44.63
1787687341.543378	35.61	3322	71	57.00	47.02
1787687341.643865	32.03	3537	71	61.23	51.19
1787687341.744447	35.86	3276	73	55.79	45.84
1787687341.844903	35.95	3327	73	56.32	46.46
1787687341.949215	33.96	3455	71	56.94	47.44
1787687342.049796	33.66	3342	70	60.14	49.79
1787687342.150807	35.06	3201	71	53.45	43.66
1787687342.251477	31.42	3535	70	60.47	50.44
1787687342.352174	35.36	3380	73	56.97	47.13
1787687342.452796	36.16	3267	71	56.32	46.36
1787687342.554995	33.54	3404	70	58.36	48.57
1787687342.655654	34.03	3368	74	58.27	48.23
1787687342.756301	35.57	3235	73	55.45	45.60
