-1.72156775 -0.1082127243 -1.402503848 -1.323275566
0.3084890246 -0.1082127243 0.6416313052 0.783431828
-1.124492288 -1.451543093 -0.2668731809 -0.269921869
-1.005077124 -1.67543149 -0.2668731809 -0.269921869
-1.72156775 0.3395640552 -1.402503848 -1.323275566
0.5473192334 0.5634524226 0.5280682445 0.5200933814
-1.482737541 1.235117674 -1.572848439 -1.323275566
-0.5274167061 0.7873408198 -1.175377727 -1.323275566
0.7861494422 -0.1082127243 0.8119758964 1.046770215
-0.5274167061 -0.1082127243 0.4145051837 0.3884241879
1.741470337 -0.3321011066 1.43657279 0.783431828
1.263809919 0.1156756654 0.755194366 1.441777945
0.7861494422 -0.1082127243 1.152665138 1.310108662
0.6667343378 0.3395640552 0.4145051837 0.3884241879
-1.005077124 0.7873408198 -1.288940787 -1.323275566
-1.005077124 0.5634524226 -1.345722318 -1.323275566
-0.0497562848 2.130671263 -1.459285378 -1.323275566
-0.2885864973 -1.227654696 0.07381600142 -0.1382526606
0.3084890246 -0.3321011066 0.5280682445 0.2567549944
0.1890739352 -0.1082127243 0.5848497748 0.783431828
-0.5274167061 1.459005952 -1.288940787 -1.323275566
1.024979711 0.1156756654 1.039102077 1.573447108
0.9055645466 -0.3321011066 0.4712867141 0.1250857711
0.3084890246 -1.003766298 1.039102077 0.2567549944
0.6667343378 -0.5559895039 1.039102077 1.310108662
1.024979711 -0.1082127243 0.6984128356 0.6517626047
0.9055645466 -0.1082127243 0.3577236533 0.2567549944
-0.1691713929 1.682894349 -1.175377727 -1.191606402
0.7861494422 -0.1082127243 0.9823204875 0.783431828
-0.7662469149 0.7873408198 -1.345722318 -1.323275566
