perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
7452081806780,1788900614.477019,baseline_boundary_before,14.7,1.222,12.028,1629640
7452081675060,1788900614.4768908,setup,14.7,1.222,12.028,2000470
7452181783280,1788900614.5769954,baseline,14.475,1.203,12.031,1388800
7452281778460,1788900614.6769905,baseline,14.475,1.203,12.032,1374820
7452381780250,1788900614.7769923,baseline,14.475,1.203,12.031,1380740
7452481779060,1788900614.8769913,baseline,14.462,1.201,12.032,1383320
7452581782400,1788900614.9769945,baseline,14.475,1.203,12.031,1385100
7452681780200,1788900615.0769923,baseline,14.487,1.204,12.031,1373860
7452781779660,1788900615.1769917,baseline,14.475,1.203,12.031,1376780
7452881782240,1788900615.2769945,baseline,14.487,1.204,12.032,1389690
7452981781090,1788900615.376993,baseline,14.462,1.202,12.032,1373180
7453081780480,1788900615.4769926,baseline,14.462,1.202,12.031,1382390
7453181779840,1788900615.576992,baseline,14.45,1.201,12.032,1372990
7453281779990,1788900615.676992,baseline,14.462,1.202,12.031,1377960
7453381778120,1788900615.7769902,baseline,14.462,1.202,12.032,1376150
7453481779340,1788900615.8769915,baseline,14.462,1.202,12.031,1376180
7453581779530,1788900615.9769914,baseline,14.475,1.202,12.032,1374930
7453681777820,1788900616.07699,baseline,14.475,1.203,12.031,1375110
7453781778770,1788900616.176991,baseline,14.462,1.202,12.032,1394780
7453881779870,1788900616.276992,baseline,14.462,1.202,12.032,1374470
7453981777120,1788900616.3769891,baseline,14.45,1.202,12.032,1376500
7454081778640,1788900616.4769907,baseline,14.462,1.202,12.031,1375090
7454181779450,1788900616.5769916,baseline,14.462,1.202,12.031,1376020
7454281778500,1788900616.6769907,baseline,14.462,1.202,12.031,1374610
7454381778180,1788900616.7769902,baseline,14.475,1.202,12.032,1379020
7454481779130,1788900616.8769913,baseline,14.45,1.202,12.031,1377910
7454581778990,1788900616.976991,baseline,14.462,1.201,12.031,1374830
7454681778980,1788900617.0769913,baseline,14.462,1.202,12.032,1377160
7454781784010,1788900617.1769967,baseline,14.487,1.204,12.031,1408400
7454881780310,1788900617.2769926,baseline,14.475,1.203,12.031,1376970
7454981784500,1788900617.3769968,baseline,14.475,1.203,12.031,1404830
7455081780820,1788900617.476993,baseline,14.475,1.203,12.032,1392290
7455181779930,1788900617.576992,baseline,14.462,1.202,12.031,1375890
7455281778950,1788900617.6769912,baseline,14.45,1.201,12.032,1376590
7455381779200,1788900617.7769916,baseline,14.45,1.2,12.032,1374960
7455481779250,1788900617.8769915,baseline,14.462,1.202,12.032,1378050
7455581778120,1788900617.9769902,baseline,14.475,1.201,12.032,1384240
7455681778590,1788900618.0769906,baseline,14.462,1.202,12.032,1372460
7455781779570,1788900618.1769917,baseline,14.45,1.201,12.032,1375690
7455881779870,1788900618.276992,baseline,14.462,1.202,12.032,1392850
7455981778160,1788900618.3769903,baseline,14.45,1.202,12.031,1378450
7456081886170,1788900618.4771025,baseline,14.725,1.225,12.028,1716970
7456181811480,1788900618.5770245,baseline,14.462,1.202,12.031,1407750
7456281784870,1788900618.676997,baseline,14.45,1.201,12.031,1376870
7456381780850,1788900618.776993,baseline,14.45,1.201,12.031,1397440
7456481780430,1788900618.8769925,baseline,14.462,1.203,12.031,1376540
7456581778610,1788900618.9769907,baseline,14.462,1.202,12.031,1376920
7456681778740,1788900619.076991,baseline,14.462,1.202,12.031,1376800
7456781779520,1788900619.1769915,baseline,14.462,1.202,12.031,1378710
7456881780800,1788900619.2769933,baseline,14.475,1.203,12.032,1386420
7456981779770,1788900619.376992,baseline,14.475,1.203,12.032,1379840
7457081779450,1788900619.4769914,baseline,14.475,1.202,12.031,1376640
7457088501910,1788900619.4837139,baseline_boundary_after,14.487,1.204,12.032,1402370
7457093468410,1788900619.488682,benchmark_boundary_before,14.487,1.204,12.032,1596120
7457182104960,1788900619.5773182,benchmark,14.675,1.224,12.03,5582610
7457282010560,1788900619.6772237,benchmark,14.687,1.221,12.028,5493680
7457381940080,1788900619.7771533,benchmark,14.687,1.221,12.03,5287190
7457482147640,1788900619.8773603,benchmark,14.675,1.219,12.028,4772010
7457582433480,1788900619.9776466,benchmark,14.662,1.219,12.028,5338160
7457681825500,1788900620.0770383,benchmark,14.675,1.22,12.03,5461680
7457781828440,1788900620.1770418,benchmark,14.662,1.219,12.03,5454840
7457882276440,1788900620.2774897,benchmark,14.675,1.221,12.028,5627670
7457981919510,1788900620.3771327,benchmark,14.675,1.22,12.028,5972090
7458081822080,1788900620.4770355,benchmark,14.662,1.219,12.028,4807650
7458181822360,1788900620.5770354,benchmark,14.675,1.219,12.028,5374680
7458281824380,1788900620.6770372,benchmark,14.662,1.219,12.03,5429600
7458381824060,1788900620.7770371,benchmark,14.662,1.221,12.03,4694580
7458481965490,1788900620.8771787,benchmark,14.675,1.219,12.03,5401900
7458581919090,1788900620.9771323,benchmark,14.675,1.22,12.028,4767720
7458682016850,1788900621.0772305,benchmark,14.662,1.219,12.03,6077000
7458782102450,1788900621.1773155,benchmark,14.675,1.219,12.028,4637630
7458882204680,1788900621.277418,benchmark,14.662,1.219,12.028,5373720
7458982336570,1788900621.3775496,benchmark,14.675,1.219,12.03,5403120
7459081824300,1788900621.4770374,benchmark,14.675,1.221,12.03,5963160
7459181833600,1788900621.5770469,benchmark,14.675,1.22,12.03,4990590
7459282166710,1788900621.6773796,benchmark,14.662,1.219,12.028,4867330
7459381860170,1788900621.7770731,benchmark,14.662,1.219,12.03,4660700
7459481933160,1788900621.8771465,benchmark,14.675,1.22,12.03,4728200
7459582303810,1788900621.9775171,benchmark,14.662,1.218,12.03,4738880
7459682308670,1788900622.0775218,benchmark,14.675,1.22,12.03,4812960
7459782020720,1788900622.1772337,benchmark,14.675,1.22,12.028,4669260
7459881974670,1788900622.2771878,benchmark,14.675,1.219,12.03,4784310
