perf_counter_ns,unix_s,phase,board_input_power_w,board_input_current_a,board_input_voltage_v,read_duration_ns
6838028886280,1788900000.4240985,baseline_boundary_before,14.712,1.223,12.028,1635500
6838028771120,1788900000.4239874,setup,14.712,1.223,12.028,1986910
6838128882040,1788900000.5240946,baseline,14.487,1.204,12.031,1391940
6838228876580,1788900000.6240885,baseline,14.487,1.204,12.031,1367740
6838328875200,1788900000.7240875,baseline,14.475,1.203,12.032,1372270
6838428874740,1788900000.8240867,baseline,14.462,1.202,12.031,1380980
6838528875080,1788900000.924087,baseline,14.462,1.202,12.032,1371390
6838628877410,1788900001.0240896,baseline,14.462,1.202,12.032,1371020
6838728875060,1788900001.1240873,baseline,14.475,1.202,12.032,1374100
6838828876130,1788900001.2240884,baseline,14.462,1.202,12.032,1375680
6838928875220,1788900001.3240876,baseline,14.462,1.202,12.032,1373750
6839028874620,1788900001.4240868,baseline,14.462,1.202,12.031,1377650
6839128875210,1788900001.5240877,baseline,14.475,1.203,12.031,1372640
6839228875640,1788900001.6240878,baseline,14.462,1.202,12.031,1373780
6839328873770,1788900001.724086,baseline,14.462,1.203,12.032,1372730
6839428874820,1788900001.8240871,baseline,14.487,1.203,12.032,1372110
6839528873620,1788900001.9240859,baseline,14.462,1.202,12.032,1374290
6839628875530,1788900002.024088,baseline,14.475,1.202,12.032,1375100
6839728876010,1788900002.1240883,baseline,14.462,1.202,12.032,1392270
6839828875290,1788900002.2240875,baseline,14.462,1.202,12.031,1371910
6839928874820,1788900002.3240867,baseline,14.487,1.203,12.032,1373110
6840028874730,1788900002.4240868,baseline,14.462,1.202,12.032,1375320
6840128872990,1788900002.524085,baseline,14.462,1.201,12.031,1372580
6840228875100,1788900002.6240873,baseline,14.462,1.202,12.032,1371670
6840328875310,1788900002.7240872,baseline,14.475,1.202,12.031,1370520
6840428873590,1788900002.8240857,baseline,14.475,1.202,12.032,1371370
6840528874420,1788900002.9240866,baseline,14.475,1.203,12.031,1366150
6840628877280,1788900003.0240893,baseline,14.462,1.202,12.031,1374310
6840728876090,1788900003.1240883,baseline,14.475,1.203,12.032,1374190
6840828875910,1788900003.2240884,baseline,14.462,1.202,12.031,1382230
6840928875850,1788900003.324088,baseline,14.45,1.201,12.032,1378630
6841028876150,1788900003.4240882,baseline,14.475,1.203,12.031,1386750
6841128877630,1788900003.5240898,baseline,14.462,1.202,12.031,1393240
6841228876660,1788900003.6240888,baseline,14.475,1.202,12.032,1372350
6841328875790,1788900003.724088,baseline,14.462,1.202,12.032,1373170
6841428874990,1788900003.8240871,baseline,14.462,1.202,12.032,1373550
6841528874390,1788900003.9240866,baseline,14.462,1.202,12.032,1378800
6841628880580,1788900004.024093,baseline,14.475,1.203,12.031,1414510
6841728877840,1788900004.1240902,baseline,14.475,1.202,12.031,1372810
6841828875900,1788900004.224088,baseline,14.475,1.203,12.031,1387460
6841928874140,1788900004.3240862,baseline,14.462,1.202,12.032,1374620
